"MATRICULE","TYPE_DECHETS","QUARTIER","NUM_VOIE","ADRESSE","CLE_VOIE","CAPACITE_CUVE","CAPACITE_FOSSE","PREHENSION","COULEUR","FINITION_PLATEFORME","TRAPPE_COMMERCANT","TYP_AVALOIR","ISOLATION_PHONIQUE","NUMERO_POLE_NANTESMETROPOLE","NOM_POLE_NANTESMETROPOLE","COD_COM","COMMUNE","location"
"TS5365","ts_ent","St Joseph de Porterie","6","Rue du Bois Hue","Hue","5.0","5.0","Kinshofer","RAL 7032","avec réservation","0","Clapet","0","4","Erdre et Loire","440109","Nantes","[ 47.2722862188137 , -1.52151289271613]"
"TS5366","ts_ent","St Joseph de Porterie","38","Rue de la Planche au Gué","Gué","5.0","5.0","Kinshofer","RAL 7032","avec réservation","0","Clapet","0","4","Erdre et Loire","440109","Nantes","[ 47.2724091788237 , -1.52014973659374]"
"TS5367","ts_ent","St Joseph de Porterie","38","Rue de la Planche au Gué","Gué","5.0","5.0","Kinshofer","RAL 7032","avec réservation","0","Clapet","0","4","Erdre et Loire","440109","Nantes","[ 47.2724260531034 , -1.5201388255047]"
"TS5368","ts_ent","St Joseph de Porterie","46","Rue de la Planche au Gué","Gué","5.0","5.0","Kinshofer","RAL 7032","avec réservation","0","Clapet","0","4","Erdre et Loire","440109","Nantes","[ 47.2731711486545 , -1.51958008445993]"
"TS5369","ts_ent","La Bottière","94","Rue Félix Ménétrier","Ménétrier","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","4","Erdre et Loire","440109","Nantes","[ 47.2402093318642 , -1.5210387622694]"
"TS5370","ts_ent","La Bottière","94","Rue Félix Ménétrier","Ménétrier","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","4","Erdre et Loire","440109","Nantes","[ 47.2402296160206 , -1.52104931593945]"
"TS5371","ts_ent","La Bottière","3","Rue Urbain le Verrier","Verrier","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","4","Erdre et Loire","440109","Nantes","[ 47.240626920684 , -1.51848705020074]"
"TS5372","ts_ent","La Bottière","7","Rue Urbain le Verrier","Verrier","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","4","Erdre et Loire","440109","Nantes","[ 47.2409655825835 , -1.51900540081542]"
"TS5373","ts_ent","Bout des pavés-Chêne des","61","Avenue du Bout des Landes","Landes","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","trappe 80l","0","6","Erdre et Cens","440109","Nantes","[ 47.2600565836499 , -1.5788483251105]"
"TS5374","ts_ent","Bout des pavés-Chêne des","61","Avenue du Bout des Landes","Landes","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","trappe 80l","0","6","Erdre et Cens","440109","Nantes","[ 47.2600780456228 , -1.57885444388625]"
"TS5375","ts_ent","Bout des pavés-Chêne des","61","Avenue du Bout des Landes","Landes","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","trappe 80l","0","6","Erdre et Cens","440109","Nantes","[ 47.260098426945 , -1.57886199930189]"
"TS5376","ts_ent","Boissière","1","Rue Paul Claudel","Claudel","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","trappe 80l","0","6","Erdre et Cens","440109","Nantes","[ 47.2521034277797 , -1.56713903784582]"
"TS5377","ts_ent","Boissière","1","Rue Paul Claudel","Claudel","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","trappe 80l","0","6","Erdre et Cens","440109","Nantes","[ 47.2521063562856 , -1.56711348766726]"
"TS5378","ts_ent","Boissière","1","Rue Paul Claudel","Claudel","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","trappe 80l","0","6","Erdre et Cens","440109","Nantes","[ 47.2521208754081 , -1.56714182691416]"
"TS5379","ts_ent","Boissière","1","Rue Paul Claudel","Claudel","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","trappe 80l","0","6","Erdre et Cens","440109","Nantes","[ 47.2521237015826 , -1.5671193003104]"
"TS5380","ts_ent","Boissière","1","Rue Prosper Mérimée","Mérimée","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","trappe 80l","0","6","Erdre et Cens","440109","Nantes","[ 47.2548682380874 , -1.5676151824212]"
"TS5381","ts_ent","Boissière","1","Rue Prosper Mérimée","Mérimée","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","trappe 80l","0","6","Erdre et Cens","440109","Nantes","[ 47.2548701373594 , -1.56758955580609]"
"TS5382","ts_ent","Boissière","1","Rue Prosper Mérimée","Mérimée","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","trappe 80l","0","6","Erdre et Cens","440109","Nantes","[ 47.2548906218077 , -1.56759408247313]"
"TS5383","ts_ent","Bout des pavés-Chêne des","14","Rue de Toronto","Toronto","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","trappe 80l","0","6","Erdre et Cens","440109","Nantes","[ 47.2582660748865 , -1.57781992434506]"
"TS5384","ts_ent","Bout des pavés-Chêne des","14","Rue de Toronto","Toronto","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","trappe 80l","0","6","Erdre et Cens","440109","Nantes","[ 47.2582667995753 , -1.5778593858515]"
"TS5385","ts_ent","Bout des pavés-Chêne des","14","Rue de Toronto","Toronto","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","trappe 80l","0","6","Erdre et Cens","440109","Nantes","[ 47.2582797159278 , -1.57784365852861]"
"TS5386","ts_ent","Bout des pavés-Chêne des","9","Rue de Vancouver","Vancouver","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","trappe 80l","0","6","Erdre et Cens","440109","Nantes","[ 47.2592593021368 , -1.57813817983412]"
"TS5387","ts_ent","Bout des pavés-Chêne des","9","Rue de Vancouver","Vancouver","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","trappe 80l","0","6","Erdre et Cens","440109","Nantes","[ 47.2592766981407 , -1.57814248483246]"
"TS5388","ts_ent","Bout des pavés-Chêne des","7","Rue de Hamilton","Hamilton","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","trappe 80l","0","6","Erdre et Cens","440109","Nantes","[ 47.2594912382954 , -1.57653331325201]"
"TS5389","ts_ent","Richebourg - St Clément","37","Rue Maréchal Joffre","Joffre","5.0","5.0","Kinshofer","RAL9007","acier galvanisé stri","0","","0","9","Nantes-Loire","440109","Nantes","[ 47.2218585715759 , -1.54710357341477]"
"TS5390","ts_ent","Dervallières - Chézine","0","rue Auguste Lepère","Lepère","0.0","0.0","","","","0","","0","8","Nantes-Ouest","440109","Nantes","[ 47.2272232175926 , -1.59787010342564]"
"TS5391","ts_ent","Dervallières - Chézine","0","rue Auguste Lepère","Lepère","0.0","0.0","","","","0","","0","8","Nantes-Ouest","440109","Nantes","[ 47.2271643992534 , -1.59774913487845]"
"TS5392","ts_ent","Dervallières - Chézine","4","Rue Antoine Watteau","Watteau","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","8","Nantes-Ouest","440109","Nantes","[ 47.2225461500439 , -1.60141905270174]"
"TS5393","ts_ent","Dervallières - Chézine","2","Rue Jean Baptiste Chardin","Chardin","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","8","Nantes-Ouest","440109","Nantes","[ 47.2231173714154 , -1.59980094082668]"
"TS5394","ts_ent","Dervallières - Chézine","2","Rue Jean Baptiste Chardin","Chardin","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","8","Nantes-Ouest","440109","Nantes","[ 47.223128023311 , -1.59982141601188]"
"TS5395","ts_ent","Dervallières - Chézine","18","Rue Antoine Watteau","Watteau","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","8","Nantes-Ouest","440109","Nantes","[ 47.2231259307961 , -1.60078917771818]"
"TS5396","ts_ent","Dervallières - Chézine","18","Rue Antoine Watteau","Watteau","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","8","Nantes-Ouest","440109","Nantes","[ 47.2231365825054 , -1.60080965302103]"
"TS5397","ts_ent","Dervallières - Chézine","6","Rue Jean Baptiste Greuze","Greuze","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","8","Nantes-Ouest","440109","Nantes","[ 47.2232766509268 , -1.59861146665742]"
"TS5398","ts_ent","Dervallières - Chézine","12","Rue Georges de la Tour","Tour","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","8","Nantes-Ouest","440109","Nantes","[ 47.2240351590193 , -1.60217543640086]"
"TS5399","ts_ent","Dervallières - Chézine","12","Rue Georges de la Tour","Tour","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","8","Nantes-Ouest","440109","Nantes","[ 47.2240501374453 , -1.60215987654443]"
"TS5400","ts_ent","Dervallières - Chézine","12","Rue Georges de la Tour","Tour","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","8","Nantes-Ouest","440109","Nantes","[ 47.2240394859797 , -1.60213940062606]"
"TS5401","ts_ent","Bout des Landes","2","Rue de Brest","Brest","0.0","0.0","","","","0","","0","6","Erdre et Cens","440109","Nantes","[ 47.265157402936 , -1.58075746668201]"
"TS5402","ts_ent","Bout des Landes","6","Rue de Brest","Brest","0.0","0.0","","","","0","","0","6","Erdre et Cens","440109","Nantes","[ 47.2659646895419 , -1.5812941313534]"
"TS5403","ts_ent","Bout des Landes","6","Rue de Brest","Brest","0.0","0.0","","","","0","","0","6","Erdre et Cens","440109","Nantes","[ 47.2659788410685 , -1.5812724293527]"
"TS5404","ts_ent","Bout des Landes","8","Rue de Brest","Brest","0.0","0.0","","","","0","","0","6","Erdre et Cens","440109","Nantes","[ 47.2662028302222 , -1.58139192609571]"
"TS5405","ts_ent","Bout des Landes","8","Rue de Brest","Brest","0.0","0.0","","","","0","","0","6","Erdre et Cens","440109","Nantes","[ 47.2661976344876 , -1.58142338004844]"
"TS5406","ts_ent","Bout des Landes","2","Rue de Brest","Brest","0.0","0.0","","","","0","","0","6","Erdre et Cens","440109","Nantes","[ 47.2653664734024 , -1.58095166202448]"
"TS5407","ts_ent","Graslin - Commerce","0","Allée de la Bourse","Bourse","5.0","5.0","Kinshofer","","remplissage asphalte","0","80L","0","9","Nantes-Loire","440109","Nantes","[ 47.2124144188788 , -1.55861215433755]"
"TS5408","ts_ent","Graslin - Commerce","0","Allée de la Bourse","Bourse","5.0","5.0","Kinshofer","","remplissage asphalte","0","80L","0","9","Nantes-Loire","440109","Nantes","[ 47.2124274859298 , -1.55859190376437]"
"TS5409","ts_ent","Malakoff","25","Rue d'Angleterre","Angleterre","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","9","Nantes-Loire","440109","Nantes","[ 47.2142288515112 , -1.52908400646401]"
"TS5410","ts_ent","Malakoff","25","Rue d'Angleterre","Angleterre","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","9","Nantes-Loire","440109","Nantes","[ 47.2142348090647 , -1.52906020604379]"
"TS5411","ts_ent","Malakoff","25","Rue d'Angleterre","Angleterre","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","9","Nantes-Loire","440109","Nantes","[ 47.2142407666132 , -1.52903640561829]"
"TS5412","ts_ent","Malakoff","25","Rue d'Angleterre","Angleterre","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","9","Nantes-Loire","440109","Nantes","[ 47.2143592626159 , -1.52907222409258]"
"TS5413","ts_ent","Malakoff","25","Rue d'Angleterre","Angleterre","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","9","Nantes-Loire","440109","Nantes","[ 47.2143509929695 , -1.52910342968457]"
"TS5414","ts_ent","Malakoff","17","Rue d'Angleterre","Angleterre","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","9","Nantes-Loire","440109","Nantes","[ 47.2144301898327 , -1.52831104763312]"
"TS5415","ts_ent","Malakoff","17","Rue d'Angleterre","Angleterre","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","9","Nantes-Loire","440109","Nantes","[ 47.2144384592649 , -1.52827984187314]"
"TS5416","ts_ent","Malakoff","17","Rue d'Angleterre","Angleterre","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","9","Nantes-Loire","440109","Nantes","[ 47.214446627378 , -1.52825165763937]"
"TS5417","ts_ent","Malakoff","14","Rue d'Angleterre","Angleterre","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","9","Nantes-Loire","440109","Nantes","[ 47.2147330276834 , -1.5274651468301]"
"TS5418","ts_ent","Malakoff","14","Rue d'Angleterre","Angleterre","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","9","Nantes-Loire","440109","Nantes","[ 47.2147423769115 , -1.52743250430774]"
"TS5419","ts_ent","Malakoff","1","Rue d'Angleterre","Angleterre","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","9","Nantes-Loire","440109","Nantes","[ 47.2149827031751 , -1.52654270633582]"
"TS5420","ts_ent","Malakoff","1","Rue d'Angleterre","Angleterre","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","9","Nantes-Loire","440109","Nantes","[ 47.2149967939846 , -1.52652252129843]"
"TS5421","ts_ent","Dervallières - Chézine","5","Rue Claude Lorrain","Lorrain","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","8","Nantes-Ouest","440109","Nantes","[ 47.225245862599 , -1.60165409256327]"
"TS5422","ts_ent","Dervallières - Chézine","2","Rue Jean Baptiste Chardin","Chardin","5.0","5.0","","","","0","","0","8","Nantes-Ouest","440109","Nantes","[ 47.2231152611678 , -1.59980230033166]"
"TS5423","ts_ent","La Bottière","98","Rue Félix Ménétrier","Ménétrier","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","4","Erdre et Loire","440109","Nantes","[ 47.2407535912278 , -1.52009921798605]"
"TS5424","ts_ent","La Bottière","67","Rue de la Bottière","Bottière","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","4","Erdre et Loire","440109","Nantes","[ 47.2400552679629 , -1.51854888232384]"
"TS5426","ts_ent","La Bottière","98","Rue Félix Ménétrier","Ménétrier","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","4","Erdre et Loire","440109","Nantes","[ 47.2407398876456 , -1.52007701774379]"
"TS5427","ts_ent","Lauriers","0","Rue de la Save","Save","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","8","Nantes-Ouest","440109","Nantes","[ 47.2057769187483 , -1.60466603264104]"
"TS5428","ts_ent","Lauriers","14","Rue du Doubs","Doubs","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","8","Nantes-Ouest","440109","Nantes","[ 47.2049629849477 , -1.60610670390085]"
"TS5429","ts_ent","Lauriers","14","Rue du Doubs","Doubs","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","8","Nantes-Ouest","440109","Nantes","[ 47.2049480575911 , -1.60612074671396]"
"TS5430","ts_ent","Lauriers","12","Rue du Doubs","Doubs","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","8","Nantes-Ouest","440109","Nantes","[ 47.2046398411983 , -1.6063524341356]"
"TS5431","ts_ent","Lauriers","6","Rue du Doubs","Doubs","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","8","Nantes-Ouest","440109","Nantes","[ 47.2041396065498 , -1.60580227283121]"
"TS5432","ts_ent","Lauriers","6","Rue du Drac","Drac","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","8","Nantes-Ouest","440109","Nantes","[ 47.2037527973134 , -1.6048925254037]"
"TS5433","ts_ent","Lauriers","6","Rue du Drac","Drac","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","8","Nantes-Ouest","440109","Nantes","[ 47.2037443082325 , -1.60486918747325]"
"TS5434","ts_ent","Lauriers","2","Rue du Gers","Gers","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","8","Nantes-Ouest","440109","Nantes","[ 47.2047063276755 , -1.6040466323769]"
"TS5435","ts_ent","Lauriers","3","Rue du Gers","Gers","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","8","Nantes-Ouest","440109","Nantes","[ 47.2050233020598 , -1.60455451949756]"
"TS5436","ts_ent","Lauriers","3","Rue du Gers","Gers","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","8","Nantes-Ouest","440109","Nantes","[ 47.2050381775714 , -1.60454198665521]"
"TS5437","ts_ent","Lauriers","9","Rue du Gers","Gers","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","8","Nantes-Ouest","440109","Nantes","[ 47.2052241188299 , -1.60501903213803]"
"TS5438","ts_ent","Lauriers","0","Rue de la Save","Save","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","8","Nantes-Ouest","440109","Nantes","[ 47.2057679092627 , -1.60468808302238]"
"TS5439","ts_ent","Dervallières - Chézine","2","Rue Jean Baptiste Chardin","Chardin","5.0","5.0","","","","0","","0","8","Nantes-Ouest","440109","Nantes","[ 47.2231258614702 , -1.59982428646025]"
"TS5440","ts_ent","Dervallières - Chézine","5","Rue Claude Lorrain","Lorrain","5.0","5.0","Kinshofer","gris RAL 9007","tôle","0","80L","0","8","Nantes-Ouest","440109","Nantes","[ 47.2252308326279 , -1.60167116390207]"
"TS5441","ts_ent","St Joseph de Porterie","15","Rue de la Planche au Gué","Gué","0.0","0.0","","","","0","","0","4","Erdre et Loire","440109","Nantes","[ 47.2710710793516 , -1.52147068150685]"
"TS5442","ts_ent","St Joseph de Porterie","15","Rue de la Planche au Gué","Gué","0.0","0.0","","","","0","","0","4","Erdre et Loire","440109","Nantes","[ 47.2710552343063 , -1.52148166618612]"
"TS5443","ts_ent","Gloriette - Feydeau","0","Cours Commandant D'Estienne D'Orves","","5.0","5.0","","","","0","","0","9","Nantes-Loire","440109","Nantes","[ 47.2134335221364 , -1.55278764463762]"
"TS5444","ts_ent","Gloriette - Feydeau","0","Cours Commandant D'Estienne D'Orves","","5.0","5.0","","","","1","","0","9","Nantes-Loire","440109","Nantes","[ 47.2134034568646 , -1.55276122904896]"
"TS5445","ts_ent","Gloriette - Feydeau","0","Cours Commandant D'Estienne D'Orves","","5.0","5.0","","","","0","","0","9","Nantes-Loire","440109","Nantes","[ 47.2134184895013 , -1.55277443683959]"
"TS5446","ts_ent","Malakoff","0","Rue de Madrid","Madrid","5.0","5.0","Kinshofer","","enrobé","1","","0","9","Nantes-Loire","440109","Nantes","[ 47.2137508154407 , -1.53318230070315]"
"TS5447","ts_ent","Malakoff","0","Rue de Madrid","Madrid","5.0","5.0","Kinshofer","","acier","0","80L","0","9","Nantes-Loire","440109","Nantes","[ 47.2141327481862 , -1.53234821095128]"
"TS5448","ts_ent","","0","Rue de Madrid","Madrid","5.0","5.0","Kinshofer","","enrobé","0","80L","0","9","Nantes-Loire","440109","Nantes","[ 47.2139491732511 , -1.53277563534636]"
"TS5449","ts_ent","Bout des Landes","15","Rue de Pont Aven","Pont","5.0","0.0","","","","0","","0","6","Erdre et Cens","440109","Nantes","[ 47.2666865475825 , -1.58057843981244]"
"TS5450","ts_ent","Bout des Landes","13","Rue de Pont Aven","Pont","5.0","0.0","","","","0","","0","6","Erdre et Cens","440109","Nantes","[ 47.266650492118 , -1.57963439394997]"
"TS5451","ts_ent","Bout des Landes","13","Rue de Pont Aven","Pont","5.0","0.0","","","","0","","0","6","Erdre et Cens","440109","Nantes","[ 47.2666505920584 , -1.57960105040298]"
"TS5452","ts_ent","Bout des Landes","0","Boulevard René Cassin","Cassin","5.0","0.0","","","","0","","0","6","Erdre et Cens","440109","Nantes","[ 47.2640983960662 , -1.5775738505603]"
"TS5453","ts_ent","Rte de Ste Luce","55","Rue de la Basse Chénaie","Basse","5.0","0.0","Kinshofer","","","0","","0","4","Erdre et Loire","440109","Nantes","[ 47.2408615170513 , -1.50864785911055]"
"TS5454","ts_ent","Bout des Landes","0","Rue de Douarnenez","Douarnenez","5.0","0.0","","","","0","","0","6","Erdre et Cens","440109","Nantes","[ 47.2645556726412 , -1.57537897234976]"
"TS5455","ts_ent","Bout des Landes","15","Rue de Pont Aven","Pont","5.0","0.0","","","","0","","0","6","Erdre et Cens","440109","Nantes","[ 47.2667067233734 , -1.58059204557111]"
"TS5456","ts_ent","","0","Rue des Halquinières","Halquinières","5.0","0.0","","","","0","","0","4","Erdre et Loire","440109","Nantes","[ 47.2395450523545 , -1.50901382326646]"
"TS5457","ts_ent","","0","Mail Haroun Tazieff","Tazieff","5.0","0.0","","","","0","","0","4","Erdre et Loire","440109","Nantes","[ 47.2396332969042 , -1.51128678570426]"
"TS5458","ts_ent","","0","Mail Haroun Tazieff","Tazieff","5.0","0.0","","","","0","","0","4","Erdre et Loire","440109","Nantes","[ 47.2398710819594 , -1.51182963935756]"
"TS5459","ts_ent","","0","Rue des Halquinières","Halquinières","5.0","0.0","","","","0","","0","4","Erdre et Loire","440109","Nantes","[ 47.2399249795109 , -1.50835781429867]"
"V4001","verre_ent","Santos Dumont","0","rue de la petite sensive","sensive","4.0","4.0","kinshofer","gris RAL 9007","tôle larmée","0","opercule","0","6","Erdre et Cens","440109","Nantes","[ 47.2604370973811 , -1.56157980477749]"
"V4002","verre_ent","Boissière","0","rue blaise pascal","pascal","4.0","4.0","kinshofer","gris RAL 9007","tôle larmée","0","opercule","0","6","Erdre et Cens","440109","Nantes","[ 47.2562035151009 , -1.56676084387101]"
"V4003","verre_ent","Waldeck - Sully","0","place waldeck rousseau","rousseau","4.0","4.0","kinshofer","gris RAL 9007","avec réservation","0","opercule","0","9","Nantes-Loire","440109","Nantes","[ 47.2277916703846 , -1.55164090879824]"
"V4004","verre_ent","Trentemoult","0","Place Levoyer","levoyer","4.0","5.0","kinshofer","gris RAL 7022","avec réservation","0","opercule","0","2","Loire, Sèvre et Vignoble","440143","Rezé","[ 47.1942407251756 , -1.58134716266798]"
"V4005","verre_ent","Trentemoult","0","Place des filets","filets","4.0","4.0","kinshofer","non_definie","avec réservation","0","opercule","0","2","Loire, Sèvre et Vignoble","440143","Rezé","[ 47.194553752791 , -1.58370302032834]"
"V4006","verre_ent","Sorinières","0","Rue de la paix","paix","4.0","4.0","kinshofer","gris RAL 9007","tôle larmée","1","opercule","0","2","Loire, Sèvre et Vignoble","440198","Les Sorinières","[ 47.1505604647505 , -1.53274746188161]"
"V4007","verre_ent","Sorinières","0","Rue de la paix","paix","4.0","4.0","kinshofer","gris RAL 9007","tôle larmée","0","opercule","1","2","Loire, Sèvre et Vignoble","440198","Les Sorinières","[ 47.1505443645828 , -1.53276596315822]"
"V4008","verre_ent","Indre","0","Place Louis Le Loir","Loir","4.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","opercule","0","7","Loire-Chézine","440074","Indre","[ 47.199254100927 , -1.67603742253743]"
"V4009","verre_ent","Indre","0","Place Louis Le Loir","Loir","4.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","opercule","0","7","Loire-Chézine","440074","Indre","[ 47.1992712005167 , -1.67602053496318]"
"V4010","verre_ent","Indre","0","Place Jean Ligondais","Ligondais","4.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","opercule","0","7","Loire-Chézine","440074","Indre","[ 47.1972066247199 , -1.6714431362771]"
"V4011","verre_ent","Indre","0","Place Jean Ligondais","Ligondais","4.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour","0","7","Loire-Chézine","440074","Indre","[ 47.1972191649337 , -1.67146830054037]"
"V4012","verre_ent","Breil-Malville","0","Rue Jules Noël","Noël","4.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","opercule","0","8","Nantes-Ouest","440109","Nantes","[ 47.2289417574108 , -1.58571370086022]"
"V4013","verre_ent","Mairie de Chantenay","0","rue de la marseillaise  (mairie chantenay)","marseillaise","4.0","4.0","kinshofer","gris fonte","polyester","0","opercule","0","8","Nantes-Ouest","440109","Nantes","[ 47.2067670458424 , -1.58801984671188]"
"V4014","verre_ent","Rd pt de Vannes","0","rue chanoine larose","larose","4.0","4.0","kinshofer","gris moyen RAL 083820","avec réservation","0","opercule","0","8","Nantes-Ouest","440109","Nantes","[ 47.2322525248871 , -1.57811033932897]"
"V4015","verre_ent","Gde Grèneraie - Clos toreau","0","Rue Louis Loucheur","Loucheur","4.0","4.0","kinshofer","gris fonte","polyester","0","opercule","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1934055970981 , -1.52714597492607]"
"V4016","verre_ent","Toutes Aides","0","place victor basch","basch","4.0","4.0","kinshofer","gris moyen RAL 083820","avec réservation","0","capot","0","9","Nantes-Loire","440109","Nantes","[ 47.2254075363318 , -1.52318891278405]"
"V4017","verre_ent","Malakoff","11","rue de norvège","norvege","4.0","4.0","kinshofer","gris fonte","polyester","0","opercule","0","9","Nantes-Loire","440109","Nantes","[ 47.2162812876986 , -1.52474183609295]"
"V4018","verre_ent","Malakoff","0","rue de hongrie","hongrie","4.0","4.0","kinshofer","gris fonte","polyester","0","opercule","0","9","Nantes-Loire","440109","Nantes","[ 47.2166268902281 , -1.52366574237227]"
"V4019","verre_ent","Malakoff","0","rue de suisse","suisse","4.0","5.0","kinshofer","gris RAL 9007","avec réservation","0","opercule","0","9","Nantes-Loire","440109","Nantes","[ 47.2169418268782 , -1.52174839638238]"
"V4020","verre_ent","Lauriers","0","Rue du Rhône","Rhône","4.0","5.0","kinshofer","gris RAL 9007","avec réservation","0","opercule","0","8","Nantes-Ouest","440109","Nantes","[ 47.2030716971136 , -1.60048610670101]"
"V4021","verre_ent","Breil-Malville","0","rue jules raimu","Raimu","4.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour","0","8","Nantes-Ouest","440109","Nantes","[ 47.2313498501517 , -1.58305424054398]"
"V4022","verre_ent","Breil-Malville","0","Rue Georges Méliès","Méliès","4.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour","0","8","Nantes-Ouest","440109","Nantes","[ 47.2332659810097 , -1.5857277203248]"
"V4023","verre_ent","Talensac - Pont Morand","7","rue basse porte","porte","4.0","4.0","kinshofer","vert_nantais","polyester","0","opercule","0","8","Nantes-Ouest","440109","Nantes","[ 47.2209161071743 , -1.55797232777598]"
"V4024","verre_ent","Ste Anne-Zone Portuaire","0","quai wilson/quai antilles","antilles","4.0","5.0","kinshofer","RAL 6029","tôle larmée","1","opercule","0","9","Nantes-Loire","440109","Nantes","[ 47.1997496837873 , -1.5733383287034]"
"V4025","verre_ent","Ste Anne-Zone Portuaire","0","Quai des Antilles","antilles","4.0","5.0","kinshofer","RAL 6029","tôle larmée","1","opercule","0","9","Nantes-Loire","440109","Nantes","[ 47.1997455619246 , -1.57330774649704]"
"V4026","verre_ent","Breil-Malville","0","Rue Pierre de Coubertin","coubertin","4.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","opercule","0","8","Nantes-Ouest","440109","Nantes","[ 47.2290206141093 , -1.58779337004191]"
"V4027","verre_ent","St-Jean-de-Boiseau","0","Avenue du Onze Novembre","Novembre","0.0","0.0","","","","0","","0","1","Sud-Ouest","440166","St-Jean-de-Boiseau","[ 47.1946943348593 , -1.72476780293544]"
"V4028","verre_ent","St-Jean-de-Boiseau","0","Avenue du Onze Novembre","Novembre","0.0","0.0","","","","0","","0","1","Sud-Ouest","440166","St-Jean-de-Boiseau","[ 47.1947150795336 , -1.72476483493597]"
"V4029","verre_ent","Haluchère-Perray","0","rue de la sècherie","sècherie","4.0","4.0","","gris moyen RAL 083820","pavés","0","opercule","0","4","Erdre et Loire","440109","Nantes","[ 47.2426574494057 , -1.5143226171815]"
