code,name,quartier,modesCollecte,soustype,adresse,coordinates,plage_horaire,conseils,src,type,description
stco_encombrants47,Collecte encombrants en habitat vertical - Quartier Bellevue,Bellevue,modco_encombrants,,,"-1.598103,47.206043,0.000000",les 2ème et 4ème jeudis matins de chaque mois.,,Infos reprises de la carte Google Maps publiée par Nantes Métropôle,,La collecte des encombrants pour l&#39;habitat vertical ou habitat collectif a lieu à cette adresse les 2ème et 4ème jeudis matins de chaque mois.,,,,,,,,
stco_encombrants48,Collecte encombrants en habitat vertical - Quartier Bellevue,Bellevue,modco_encombrants,,,"-1.598366,47.205345,0.000000",les 2ème et 4ème jeudis matins de chaque mois.,,Infos reprises de la carte Google Maps publiée par Nantes Métropôle,,La collecte des encombrants pour l&#39;habitat vertical ou habitat collectif a lieu à cette adresse les 2ème et 4ème jeudis matins de chaque mois.,,,,,,,,
stco_encombrants49,Collecte encombrants en habitat vertical - Quartier Bellevue,Bellevue,modco_encombrants,,,"-1.597191,47.205250,0.000000",les 2ème et 4ème jeudis matins de chaque mois.,,Infos reprises de la carte Google Maps publiée par Nantes Métropôle,,La collecte des encombrants pour l&#39;habitat vertical ou habitat collectif a lieu à cette adresse les 2ème et 4ème jeudis matins de chaque mois.,,,,,,,,
stco_encombrants50,Collecte encombrants en habitat vertical - Quartier Bellevue,Bellevue,modco_encombrants,,,"-1.596429,47.205334,0.000000",les 2ème et 4ème jeudis matins de chaque mois.,,Infos reprises de la carte Google Maps publiée par Nantes Métropôle,,La collecte des encombrants pour l&#39;habitat vertical ou habitat collectif a lieu à cette adresse les 2ème et 4ème jeudis matins de chaque mois.,,,,,,,,
stco_encombrants51,Collecte encombrants en habitat vertical - Quartier Bellevue,Bellevue,modco_encombrants,,,"-1.597905,47.204868,0.000000",les 2ème et 4ème jeudis matins de chaque mois.,,Infos reprises de la carte Google Maps publiée par Nantes Métropôle,,La collecte des encombrants pour l&#39;habitat vertical ou habitat collectif a lieu à cette adresse les 2ème et 4ème jeudis matins de chaque mois.,,,,,,,,
stco_encombrants52,Collecte encombrants en habitat vertical - Quartier Bellevue,Bellevue,modco_encombrants,,,"-1.595330,47.206646,0.000000",les 2ème et 4ème jeudis matins de chaque mois.,,Infos reprises de la carte Google Maps publiée par Nantes Métropôle,,La collecte des encombrants pour l&#39;habitat vertical ou habitat collectif a lieu à cette adresse les 2ème et 4ème jeudis matins de chaque mois.,,,,,,,,
stco_encombrants53,Collecte encombrants en habitat vertical - Quartier Bellevue,Bellevue,modco_encombrants,,,"-1.596440,47.207253,0.000000",les 2ème et 4ème jeudis matins de chaque mois.,,Infos reprises de la carte Google Maps publiée par Nantes Métropôle,,La collecte des encombrants pour l&#39;habitat vertical ou habitat collectif a lieu à cette adresse les 2ème et 4ème jeudis matins de chaque mois.,,,,,,,,
stco_encombrants54,Collecte encombrants en habitat vertical - Quartier Bellevue,Bellevue,modco_encombrants,,,"-1.596488,47.208115,0.000000",les 2ème et 4ème jeudis matins de chaque mois.,,Infos reprises de la carte Google Maps publiée par Nantes Métropôle,,La collecte des encombrants pour l&#39;habitat vertical ou habitat collectif a lieu à cette adresse les 2ème et 4ème jeudis matins de chaque mois.,,,,,,,,
stco_encombrants55,Collecte encombrants en habitat vertical - Quartier Bellevue,Bellevue,modco_encombrants,,,"-1.594359,47.209431,0.000000",tous les mercredis matins de chaque mois.,,Infos reprises de la carte Google Maps publiée par Nantes Métropôle,,La collecte des encombrants pour l&#39;habitat vertical ou habitat collectif a lieu à cette adresse tous les mercredis matins de chaque mois.,,,,,,,,
stco_encombrants56,Collecte encombrants en habitat vertical - Quartier Bellevue,Bellevue,modco_encombrants,,,"-1.594107,47.208725,0.000000",tous les mercredis matins de chaque mois.,,Infos reprises de la carte Google Maps publiée par Nantes Métropôle,,La collecte des encombrants pour l&#39;habitat vertical ou habitat collectif a lieu à cette adresse tous les mercredis matins de chaque mois.,,,,,,,,
stco_encombrants57,Collecte encombrants en habitat vertical - Quartier Bellevue,Bellevue,modco_encombrants,,,"-1.593028,47.209625,0.000000",tous les mercredis matins de chaque mois.,,Infos reprises de la carte Google Maps publiée par Nantes Métropôle,,La collecte des encombrants pour l&#39;habitat vertical ou habitat collectif a lieu à cette adresse tous les mercredis matins de chaque mois.,,,,,,,,
