gml_id,gid,num_col,type,vol_col,proj_exist,rue
mmm_pav_existants.339,339,P089,Papier,0,Existant,RUE DES PAPYRUS
mmm_pav_existants.340,340,P092,Papier,0,Existant,RUE PAUL RIMBAUD
mmm_pav_existants.341,341,P095,Papier,0,Existant,RUE DU PONT DE LAVERUNE
mmm_pav_existants.342,342,V088,Verre,0,Existant,RUE MARECHAL
mmm_pav_existants.343,343,P140,Papier,0,Existant,AVENUE DU PONT TRINQUAT
mmm_pav_existants.344,344,P159,Papier,0,Existant,RUE DE L'ECOLE REPUBLICAINE
mmm_pav_existants.345,345,P374,Papier,0,Existant,RUE MARIE CAIZERGUES
mmm_pav_existants.346,346,V056,Verre,3,Existant,Avenue de l'Europe
mmm_pav_existants.347,347,P036,Papier,3,Existant,AVENUE DE L'EUROPE
mmm_pav_existants.348,348,T,Textile,0,Existant,RUE ALI BEN CHEKHAL
mmm_pav_existants.349,349,V147,Verre,0,Existant,RUE GEORGES MELIES
mmm_pav_existants.350,350,T,Textile,0,Existant,RUE RIGAUD
mmm_pav_existants.351,351,T,Textile,0,Existant,RUE RIGAUD
mmm_pav_existants.352,352,V618,Verre,0,Existant,D172
mmm_pav_existants.353,353,T,Textile,0,Existant,ALLEE JOSEPH CAMBON
mmm_pav_existants.354,354,V827,Verre,0,Existant,ALLEE JOSEPH CAMBON
mmm_pav_existants.355,355,V092,Verre,0,Existant,RUE JEANNE D'ARC
mmm_pav_existants.356,356,V096,Verre,0,Existant,RUE GEORGES POMPIDOU
mmm_pav_existants.357,357,V097,Verre,0,Existant,RUE DES JARDINIERS
mmm_pav_existants.358,358,V173,Verre,0,Existant,RUE DES CHASSEURS
mmm_pav_existants.359,359,V177,Verre,0,Existant,IMPASSE FREDERIC CHOPIN
mmm_pav_existants.360,360,V453,Verre,0,Existant,RUE DE LA COSTA BRAVA
mmm_pav_existants.361,361,V455,Verre,0,Existant,RUE DE RIPOLL
mmm_pav_existants.362,362,T,Textile,0,Existant,RUE DES OEILLETS
mmm_pav_existants.363,363,T,Textile,0,Existant,RUE DE LA GARE
mmm_pav_existants.364,364,T,Textile,0,Existant,RUE DE L'ORTET
mmm_pav_existants.365,365,T,Textile,0,Existant,AVENUE GEORGES CLEMENCEAU
mmm_pav_existants.366,366,V892,Verre,0,Existant,PARKING CARREFOUR
mmm_pav_existants.367,367,V933,Verre,0,Existant,CHEMIN FONTAINE DE LA BANQUIERE
mmm_pav_existants.368,368,T,Textile,0,Existant,CHEMIN DES JARDINS DE MAGUELONE
mmm_pav_existants.369,369,V748,Verre,0,Existant,D189
mmm_pav_existants.370,370,VRS003,Verre,0,Existant,263 RUE DU CADUCEE
mmm_pav_existants.371,371,V460,Verre,0,Existant,RUE DE LA CROIX DU CAPTAINE
mmm_pav_existants.372,372,P138,Papier,0,Existant,RUE DES RAZETEURS
mmm_pav_existants.373,373,V954,Verre,0,Existant,RUE LEONARD DE VINCI
mmm_pav_existants.374,374,P142,Papier,0,Existant,RUE JEAN VACHET
mmm_pav_existants.375,375,P143,Papier,0,Existant,RUE FERDINAND DE LESSEPS
mmm_pav_existants.376,376,P145,Papier,0,Existant,RUE DE LA RESTANQUE
mmm_pav_existants.377,377,P148,Papier,0,Existant,RUE OLOF PALME
mmm_pav_existants.378,378,V946,Verre,0,Existant,RUE DE L'AMETHYSTE
mmm_pav_existants.379,379,V948,Verre,0,Existant,AVENUE DU MARECHAL LECLERC
mmm_pav_existants.380,380,V947,Verre,0,Existant,AVENUE DU MARECHAL LECLERC
mmm_pav_existants.381,381,V949,Verre,0,Existant,RUE CHARLES VANEL
mmm_pav_existants.382,382,T002,Textile,,Existant,D26
mmm_pav_existants.383,383,T006,Textile,,Existant,Avenue de l'Aube Rouge
mmm_pav_existants.384,384,V233,Verre,3,Existant,RUE ANTOINE LAURENT JUSSIEU
mmm_pav_existants.385,385,V234,Verre,3,Existant,RUE DU MAS DE CALENDA
mmm_pav_existants.386,386,V235,Verre,3,Existant,RUE DU PIOCH DE BOUTONNET
mmm_pav_existants.387,387,V247,Verre,3,Existant,RUE ALI BEN CHEKHAL
mmm_pav_existants.388,388,T012,Textile,,Existant,Rond point du salinier
mmm_pav_existants.389,389,T,Textile,0,Existant,RUE DE L'EGLISE
mmm_pav_existants.390,390,T026,Textile,,Existant,Chemin du Pouget
mmm_pav_existants.391,391,T030,Textile,,Existant,10 rue de clementville
mmm_pav_existants.392,392,T033,Textile,,Existant,115 avenue de l'aeroport international
mmm_pav_existants.393,393,T036,Textile,,Existant,1322 rue du Pioch Boutonnet
mmm_pav_existants.394,394,T038,Textile,,Existant,1469 rue las sorbes
mmm_pav_existants.395,395,T040,Textile,,Existant,157 rue Francois d'orbay
mmm_pav_existants.396,396,T041,Textile,,Existant,190 rue Gustave eiffel
mmm_pav_existants.397,397,T046,Textile,,Existant,219 rue Titien
mmm_pav_existants.398,398,V995,Verre,0,Existant,Stade Sabathé
mmm_pav_existants.399,399,V987,Verre,0,Existant,Rue du walhalla
mmm_pav_existants.400,400,V997,Verre,0,Existant,Rue jugurtha
mmm_pav_existants.401,401,V999,Verre,0,Existant,Rue de Fontcouverte
mmm_pav_existants.402,402,V923,Verre,0,Existant,Impasse du mas saint-pierre
mmm_pav_existants.403,403,VRS009,Verre,3,Existant,Université des sciences
mmm_pav_existants.404,404,T047,Textile,,Existant,222 rue Louis Lépine
mmm_pav_existants.405,405,T048,Textile,,Existant,Avenue de Lodève
mmm_pav_existants.406,406,T049,Textile,,Existant,240 route de Vauguières
mmm_pav_existants.407,407,T050,Textile,,Existant,26 rue de claret
mmm_pav_existants.408,408,T055,Textile,,Existant,Rue Jules Guesde
mmm_pav_existants.409,409,T056,Textile,,Existant,Allée de Paris
mmm_pav_existants.410,410,T057,Textile,,Existant,Rue Uppsala
mmm_pav_existants.411,411,T061,Textile,,Existant,4 rue du marché aux bestiaux
mmm_pav_existants.412,412,T062,Textile,,Existant,Rue des colombes
mmm_pav_existants.413,413,T063,Textile,,Existant,47 rue Azalaïs d'Altier
mmm_pav_existants.414,414,T068,Textile,,Existant,Avenue Paul Rimbaud
mmm_pav_existants.415,415,T017,Textile,,Existant,Le thôt
mmm_pav_existants.416,416,P355,Papier,0,Existant,RUE FONTAINE DE L'HOSPITAL
mmm_pav_existants.417,417,P358,Papier,0,Existant,RUE DE LA GARE
mmm_pav_existants.418,418,T,Textile,0,Existant,RUE DES CHASSEURS
mmm_pav_existants.419,419,V111,Verre,0,Existant,RUE DE LA MOSSON
mmm_pav_existants.420,420,P023,Papier,0,Existant,CHEMIN DE COUREGES
mmm_pav_existants.421,421,V844,Verre,0,Existant,
mmm_pav_existants.422,422,V010,Verre,0,Existant,Avenue de la biste
mmm_pav_existants.423,423,V464,Verre,0,Existant,RUE DE PORTO
mmm_pav_existants.424,424,T,Textile,0,Existant,AVENUE DE LA MEDITERRANNEE
mmm_pav_existants.425,425,T,Textile,0,Existant,
mmm_pav_existants.426,426,T020,Textile,,Existant,Rue du Gua
mmm_pav_existants.427,427,T021,Textile,,Existant,Avenue du Mistral
mmm_pav_existants.428,428,T023,Textile,,Existant,Route de nîmes
mmm_pav_existants.429,429,T027,Textile,,Existant,Route de mende
mmm_pav_existants.430,430,T031,Textile,,Existant,1039 Rue de pinville
mmm_pav_existants.431,431,V104,Verre,0,Existant,RUE DE GENETS
mmm_pav_existants.432,432,V106,Verre,0,Existant,RUE DE LA TREILLE
mmm_pav_existants.433,433,V465,Verre,0,Existant,RUE DES IRIS
mmm_pav_existants.434,434,V468,Verre,0,Existant,AVENUE DU MARECHAL LECLERC
mmm_pav_existants.435,435,V471,Verre,0,Existant,AVENUE DU PONT TRINQUAT
mmm_pav_existants.436,436,V473,Verre,0,Existant,RUE LEON BLUM
mmm_pav_existants.437,437,V243,Verre,3,Existant,RUE DE L'AIGUELONGUE
mmm_pav_existants.438,438,P146,Papier,0,Existant,ALLEE GEORGES PITOEFF
mmm_pav_existants.439,439,V312,Verre,3,Existant,RUE DU MAS RENE
mmm_pav_existants.440,440,V503,Verre,0,Existant,RUE DU MAS DE BROUSSE
mmm_pav_existants.441,441,T069,Textile,,Existant,Boulevard Berthelot
mmm_pav_existants.442,442,V351,Verre,0,Existant,RUE DE LA LAICITE
mmm_pav_existants.443,443,P040,Papier,0,Existant,AVENUE PAUL VALERY
mmm_pav_existants.444,444,V202,Verre,0,Existant,RUE ARNAULT PEYRE
mmm_pav_existants.445,445,V207,Verre,0,Existant,ROND POINT ROBERT SHUMANN
mmm_pav_existants.446,446,V225,Verre,0,Existant,BOULEVARD PENELOPE
mmm_pav_existants.447,447,T070,Textile,,Existant,Rue de Montasinos
mmm_pav_existants.448,448,T018,Textile,,Existant,Place henri auge
mmm_pav_existants.449,449,T024,Textile,,Existant,chemin de la qualité
mmm_pav_existants.450,450,T025,Textile,,Existant,chemin de la qualité
mmm_pav_existants.451,451,T028,Textile,,Existant,Rue de l'Améthyste
mmm_pav_existants.452,452,T029,Textile,,Existant,1 rue Marcel Paul
mmm_pav_existants.453,453,T032,Textile,,Existant,11 Boulevard Vieussens
mmm_pav_existants.454,454,T034,Textile,,Existant,1152 rue de Bugarel
mmm_pav_existants.455,455,T035,Textile,,Existant,1226 rue de la Roqueturière
mmm_pav_existants.456,456,T037,Textile,,Existant,141 Rue de la Cardonille
mmm_pav_existants.457,457,T039,Textile,,Existant,150 rue Francois-joseph Gossec
mmm_pav_existants.458,458,T042,Textile,,Existant,Rue Robespierre
mmm_pav_existants.459,459,T043,Textile,,Existant,20 Rue courte Oreille
mmm_pav_existants.460,460,T019,Textile,,Existant,Rue des amandiers
mmm_pav_existants.461,461,T022,Textile,,Existant,Avenue des chasseurs
mmm_pav_existants.462,462,T067,Textile,,Existant,536 rue Jacques Bounin
mmm_pav_existants.463,463,T044,Textile,,Existant,20 rue d'assas
mmm_pav_existants.464,464,T045,Textile,,Existant,20 rue des tilleuls
mmm_pav_existants.465,465,V750,Verre,0,Existant,CHEMIN DE POUTINGON
mmm_pav_existants.466,466,V250,Verre,0,Existant,RUE AUGUSTE BROUSSONNET
mmm_pav_existants.467,467,V119,Verre,0,Existant,RUE DE LA CARTAIRADE
mmm_pav_existants.468,468,V764,Verre,0,Existant,AVENEU DE LA ROUVIERE
mmm_pav_existants.469,469,V598,Verre,0,Existant,AVENUE DU BERANGE
mmm_pav_existants.470,470,V599,Verre,0,Existant,CHEMIN DES CADES
mmm_pav_existants.471,471,V601,Verre,0,Existant,RUE DE LA BARRIERE
mmm_pav_existants.472,472,V602,Verre,0,Existant,RUE DE LA RIVIERETTE
mmm_pav_existants.473,473,V475,Verre,0,Existant,RUE DES ACCONIERS
mmm_pav_existants.474,474,V476,Verre,0,Existant,RUE DES BATELIERS
mmm_pav_existants.475,475,T051,Textile,,Existant,Avenue Jean Mermoz
mmm_pav_existants.476,476,T052,Textile,,Existant,272 rue Guglielmo marconi
mmm_pav_existants.477,477,T053,Textile,,Existant,Rue Martin luther king
mmm_pav_existants.478,478,V505,Verre,0,Existant,RUE GUGLIELMO MARCONI
mmm_pav_existants.479,479,T054,Textile,,Existant,Rue Circé
mmm_pav_existants.480,480,T058,Textile,,Existant,Rue de la Jalade
mmm_pav_existants.481,481,T059,Textile,,Existant,377 rue d'Ajaccio
mmm_pav_existants.482,482,T060,Textile,,Existant,39 Abbé Paul parguel
mmm_pav_existants.483,483,T064,Textile,,Existant,Avenue de Saint-Lazare
mmm_pav_existants.484,484,T066,Textile,,Existant,Rue de la costa brava
mmm_pav_existants.485,485,T072,Textile,,Existant,Rue François Dezeuze
mmm_pav_existants.486,486,T071,Textile,,Existant,670 rue de Bugarel
mmm_pav_existants.487,487,T073,Textile,,Existant,673 avenue de la pompignane
mmm_pav_existants.488,488,T074,Textile,,Existant,677 rue de la roqueturière
mmm_pav_existants.489,489,T076,Textile,,Existant,rue Paul Marres
mmm_pav_existants.490,490,T077,Textile,,Existant,Rue de Nazareth
mmm_pav_existants.491,491,T079,Textile,,Existant,Avenue Bouisson-Bertrand
mmm_pav_existants.492,492,T084,Textile,,Existant,Avenue de Palavas
mmm_pav_existants.493,493,T086,Textile,,Existant,Avenue de Maurin
mmm_pav_existants.494,494,T093,Textile,,Existant,Chemin de moulares
mmm_pav_existants.495,495,T094,Textile,,Existant,Impasse des numides
mmm_pav_existants.496,496,T097,Textile,,Existant,Route de mende
mmm_pav_existants.497,497,T075,Textile,,Existant,805 avenue de l'occtanie
mmm_pav_existants.498,498,T078,Textile,,Existant,Allée Henry II de Montmorency
mmm_pav_existants.499,499,T087,Textile,,Existant,Avenue Jean Mermoz
mmm_pav_existants.500,500,T089,Textile,,Existant,Avenue de saint maurice de sauret
mmm_pav_existants.501,501,T090,Textile,,Existant,Boulevard d'Antigone
mmm_pav_existants.502,502,V263,Verre,3,Existant,IMPASSE VALTELINE
mmm_pav_existants.503,503,V271,Verre,0,Existant,RUE DE LA CROIX DE LAVIT
mmm_pav_existants.504,504,V274,Verre,0,Existant,RUE DE LA GALERA
mmm_pav_existants.505,505,V061,Verre,3,Existant,PLAN DES GARRIGUES
mmm_pav_existants.506,506,V075,Verre,0,Existant,RUE DU STADE
mmm_pav_existants.507,507,V069,Verre,0,Existant,RUE BRIOU GARENNE
mmm_pav_existants.508,508,V070,Verre,0,Existant,RUE TRAS DE LA GLEIZE
mmm_pav_existants.509,509,V125,Verre,0,Existant,D5 ROUTE DE MONTBAZIN
mmm_pav_existants.510,510,V076,Verre,0,Existant,RUE DES MAZELIERS
mmm_pav_existants.511,511,V064,Verre,3,Existant,RUE DU ROMARIN
mmm_pav_existants.512,512,V478,Verre,0,Existant,AVENUE DE PALAVAS
mmm_pav_existants.513,513,T092,Textile,,Existant,Boulevard d'orient
mmm_pav_existants.514,514,V078,Verre,0,Existant,RUE DE LA DEVEZES
mmm_pav_existants.515,515,V083,Verre,0,Existant,RUE DES ESCALETTES
mmm_pav_existants.516,516,V086,Verre,0,Existant,ALLEE DU LAC
mmm_pav_existants.517,517,V901,Verre,0,Existant,RUE DU CAPDALLIECH
mmm_pav_existants.518,518,V089,Verre,0,Existant,RUE HENRI BARBUSSE
mmm_pav_existants.519,519,V084,Verre,0,Existant,AVENUE DU 8 MAI 1945
mmm_pav_existants.520,520,V090,Verre,0,Existant,CHEMIN DE LAGARELLE
mmm_pav_existants.521,521,V483,Verre,0,Existant,Allée Vincent d'Indy
mmm_pav_existants.522,522,V485,Verre,3,Existant,RUE FERDINAND DE LESSEPS
mmm_pav_existants.523,523,T091,Textile,,Existant,Boulevard d'orient
mmm_pav_existants.524,524,T096,Textile,,Existant,Place de thèbes
mmm_pav_existants.525,525,T099,Textile,,Existant,Rue Ali ben Chekhal
mmm_pav_existants.526,526,T100,Textile,,Existant,Rue Auguste broussonnet
mmm_pav_existants.527,527,T080,Textile,,Existant,Avenue de la justice de castelnau
mmm_pav_existants.528,528,V508,Verre,0,Existant,RUE HIPPOLYTE FIZEAU
mmm_pav_existants.529,529,V621,Verre,0,Existant,RUE PIERRE ET MARIE CURIE
mmm_pav_existants.530,530,V623,Verre,0,Existant,ROUTE DE SETE
mmm_pav_existants.531,531,V625,Verre,0,Existant,RUE DES JASSES
mmm_pav_existants.532,532,V626,Verre,0,Existant,RUE DE LA GARE
mmm_pav_existants.533,533,V627,Verre,0,Existant,CHEMIN DE LA COMBE
mmm_pav_existants.534,534,V628,Verre,0,Existant,RUE DE LA GARE
mmm_pav_existants.535,535,V447,Verre,0,Existant,RUE DE LA MARQUEROSE
mmm_pav_existants.536,536,P001,Papier,0,Existant,RUE DU CONTROLE
mmm_pav_existants.537,537,P002,Papier,0,Existant,RUE DE LA CROIX DE JALLE
mmm_pav_existants.538,538,V003,Verre,0,Existant,D26 ROUTE DE CASTRIES
mmm_pav_existants.539,539,T082,Textile,,Existant,Avenue de la pompignane
mmm_pav_existants.540,540,T083,Textile,,Existant,Avenue de Palavas
mmm_pav_existants.541,541,T088,Textile,,Existant,Avenue raimbaud d'orange
mmm_pav_existants.542,542,V631,Verre,0,Existant,AVENUE GEORGES CLEMENCEAU
mmm_pav_existants.543,543,V635,Verre,0,Existant,CHEMIN DE LA MARQUEROSE
mmm_pav_existants.544,544,V636,Verre,0,Existant,RUE DES PRES
mmm_pav_existants.545,545,V296,Verre,0,Existant,AVENUE ECOLE AGRICULTURE
mmm_pav_existants.546,546,V306,Verre,0,Existant,RUE DES BOUISSES
mmm_pav_existants.547,547,V318,Verre,0,Existant,AVENUE ETIENNE MEHUL
mmm_pav_existants.548,548,V320,Verre,0,Existant,RUE DES BOUISSES
mmm_pav_existants.549,549,V329,Verre,0,Existant,RUE DU CHATEAU D'O
mmm_pav_existants.550,550,V011,Verre,0,Existant,CHEMIN DE SUSSARGUES
mmm_pav_existants.551,551,P007,Papier,0,Existant,AVENUE DES APOLLONS
mmm_pav_existants.552,552,T095,Textile,,Existant,Place Alexandre laissac
mmm_pav_existants.553,553,V342,Verre,0,Existant,PLACE PIERRE VIALA
mmm_pav_existants.554,554,V343,Verre,0,Existant,RUE DES AVANTS MONTS
mmm_pav_existants.555,555,V348,Verre,0,Existant,AVENUE DES MOULINS
mmm_pav_existants.556,556,V350,Verre,0,Existant,ALLEE DE PARIS
mmm_pav_existants.557,557,V352,Verre,3,Existant,RUE FRANCOIS DEZEUZE
mmm_pav_existants.558,558,V353,Verre,3,Existant,RUE DU PONT DE LAVERUNE
mmm_pav_existants.559,559,V356,Verre,0,Existant,RUE DES BOUISSES
mmm_pav_existants.560,560,P097,Papier,0,Existant,BD DES ARCEAUX
mmm_pav_existants.561,561,P098,Papier,0,Existant,RUE AUGUSTE BROUSSONNET
mmm_pav_existants.562,562,P101,Papier,0,Existant,AVENUE DU PONT JUVENAL
mmm_pav_existants.563,563,T098,Textile,,Existant,Rue Adrien Proby
mmm_pav_existants.564,564,P115,Papier,0,Existant,RUE AUGUSTE BROUSSONNET
mmm_pav_existants.565,565,P116,Papier,0,Existant,AVENUE D'ASSAS
mmm_pav_existants.566,566,P117,Papier,0,Existant,AVENUE D'ASSAS
mmm_pav_existants.567,567,P118,Papier,0,Existant,RUE LEON BLUM
mmm_pav_existants.568,568,P121,Papier,0,Existant,RUE DE L'EPIRE
mmm_pav_existants.569,569,V359,Verre,0,Existant,RUE FRA ANGELICO
mmm_pav_existants.570,570,V362,Verre,0,Existant,AVENUE ECOLE AGRICULTURE
mmm_pav_existants.571,571,P012,Papier,0,Existant,D26
mmm_pav_existants.572,572,V637,Verre,0,Existant,RUE DES HORTS de VERNIS
mmm_pav_existants.573,573,P187,Papier,0,Existant,RUE DES CARIGNANS
mmm_pav_existants.574,574,V888,Verre,0,Existant,AVENUE DE LA GARE
mmm_pav_existants.575,575,V648,Verre,0,Existant,ALLEE DES JARDINS D'HIVER
mmm_pav_existants.576,576,V649,Verre,0,Existant,BOULEVARD FREDERIC MISTRAL
mmm_pav_existants.577,577,V644,Verre,0,Existant,RUE DE L'ABRIVADO
mmm_pav_existants.578,578,P189,Papier,0,Existant,RUE DE L'ABRIVADO
mmm_pav_existants.579,579,P190,Papier,0,Existant,D116 ROUTE DE MIREVAL
mmm_pav_existants.580,580,P197,Papier,0,Existant,RUE DES MYOSOTIS
mmm_pav_existants.581,581,V487,Verre,0,Existant,RUE CASANOVA
mmm_pav_existants.582,582,P199,Papier,0,Existant,AVENUE DE PALAVAS
mmm_pav_existants.583,583,P202,Papier,0,Existant,D185 ROUTE DE MONTPELLIER
mmm_pav_existants.584,584,V547,Verre,0,Existant,RUE DE L'AGATHOIS
mmm_pav_existants.585,585,V654,Verre,0,Existant,D116 ROUTE DE MIREVAL
mmm_pav_existants.586,586,V655,Verre,0,Existant,RUE DES PALOURDES
mmm_pav_existants.587,587,V657,Verre,0,Existant,D 612
mmm_pav_existants.588,588,V658,Verre,0,Existant,BOULEVARD DES MOURES
mmm_pav_existants.589,589,V661,Verre,0,Existant,BOULEVARD DES MOURES
mmm_pav_existants.590,590,V662,Verre,0,Existant,CHEMIN DU PILOU
mmm_pav_existants.591,591,V663,Verre,0,Existant,RUE DES MYOSOTIS
mmm_pav_existants.592,592,T103,Textile,,Existant,rue de la crête
mmm_pav_existants.593,593,T104,Textile,,Existant,Rue de curat
mmm_pav_existants.594,594,T109,Textile,,Existant,Rue de la cité saint roch
mmm_pav_existants.595,595,V664,Verre,0,Existant,RUE HENRI POITEVIN
mmm_pav_existants.596,596,V665,Verre,0,Existant,BOULEVARD DU CHAPITRE
mmm_pav_existants.597,597,V669,Verre,0,Existant,RUE DE LA FIGUIERE
mmm_pav_existants.598,598,V672,Verre,0,Existant,D185 ROUTE DE MONTPELLIER
mmm_pav_existants.599,599,V693,Verre,0,Existant,POINT PROPRETE
mmm_pav_existants.600,600,V364,Verre,0,Existant,AVENUE DE LA JUSTICE
mmm_pav_existants.601,601,V539,Verre,0,Existant,RUE DE RHODES
mmm_pav_existants.602,602,V807,Verre,0,Existant,RUE DES CHASSEURS
mmm_pav_existants.603,603,V806,Verre,0,Existant,RUE DES CHANTERELLES
mmm_pav_existants.604,604,V802,Verre,0,Existant,RUE AIGUERELLES
mmm_pav_existants.605,605,T,Textile,0,Existant,AVENUE PAUL VALERY
mmm_pav_existants.606,606,T111,Textile,,Existant,Rue de la vieille poste
mmm_pav_existants.607,607,P179,Papier,0,Existant,POINT PROPRETE
mmm_pav_existants.608,608,V604,Verre,3,Existant,AUBERGE DU BERANGES
mmm_pav_existants.609,609,V055,Verre,3,Existant,RUE DE VENDARGUES
mmm_pav_existants.610,610,V124,Verre,0,Existant,CHEMIN DE LA DRAYE
mmm_pav_existants.611,611,V157,Verre,0,Existant,RUE DU LANTISSARGUES
mmm_pav_existants.612,612,V543,Verre,0,Existant,RUE DE CLARET
mmm_pav_existants.613,613,V546,Verre,0,Existant,RUE ETIENNE CHARTIER DIT ALAIN
mmm_pav_existants.614,614,V548,Verre,0,Existant,RUE FRANCISCO GOYA
mmm_pav_existants.615,615,V160,Verre,0,Existant,RUE DU MISTRAL
mmm_pav_existants.616,616,V673,Verre,0,Existant,ESPLANADE DES OLIVIERS
mmm_pav_existants.617,617,V674,Verre,0,Existant,CHEMIN DE CAYLUS
mmm_pav_existants.618,618,V676,Verre,0,Existant,AVENUE ANDRE AMPERE
mmm_pav_existants.619,619,P165,Papier,0,Existant,RUE DE CHEN DU
mmm_pav_existants.620,620,V292,Verre,0,Existant,RUE DE LAS SORBES
mmm_pav_existants.621,621,V293,Verre,0,Existant,RUE DE CLEMENTVILLE
mmm_pav_existants.622,622,V295,Verre,0,Existant,RUE DE CLEMENTVILLE
mmm_pav_existants.623,623,P124,Papier,0,Existant,RUE DE LA MADELEINE
mmm_pav_existants.624,624,P125,Papier,0,Existant,RUE DE BUGAREL
mmm_pav_existants.625,625,P127,Papier,0,Existant,RUE DANTON
mmm_pav_existants.626,626,P128,Papier,0,Existant,RUE RAIMOND DE TRENCAVEL
mmm_pav_existants.627,627,P073,Papier,0,Existant,RUE DE LA CROIX DE LAVIT
mmm_pav_existants.628,628,P135,Papier,0,Existant,AVENUE DE MAURIN
mmm_pav_existants.629,629,V417,Verre,0,Existant,AVENUE DE LA CROIX DU CAPITAINE
mmm_pav_existants.630,630,V420,Verre,0,Existant,PLACE FOURIER
mmm_pav_existants.631,631,V423,Verre,0,Existant,RUE DE LA MADELEINE
mmm_pav_existants.632,632,V425,Verre,0,Existant,RUE DE BUGAREL
mmm_pav_existants.633,633,V426,Verre,0,Existant,BOULEVARD PAUL VALERY
mmm_pav_existants.634,634,V428,Verre,0,Existant,RUE CHARLES DE COULOMB
mmm_pav_existants.635,635,V436,Verre,0,Existant,RUE FRANCOIS MIREUR
mmm_pav_existants.636,636,V431,Verre,0,Existant,ROUTE DE LAVERUNE
mmm_pav_existants.637,637,V433,Verre,0,Existant,RUE DANTON
mmm_pav_existants.638,638,V435,Verre,0,Existant,RUE DU LAVANDIN
mmm_pav_existants.639,639,V441,Verre,0,Existant,RUE PROFESSEUR HENRI ROSEAU
mmm_pav_existants.640,640,V443,Verre,0,Existant,RUE DE MONTELS SAINT-PIERRE
mmm_pav_existants.641,641,P328,Papier,0,Existant,RUE DES CADES
mmm_pav_existants.642,642,V884,Verre,0,Existant,D132
mmm_pav_existants.643,643,P366,Papier,0,Existant,RUE DANTON DEMAR
mmm_pav_existants.644,644,V122,Verre,0,Existant,AVENUE PIERRE DE COUBERTIN
mmm_pav_existants.645,645,V141,Verre,0,Existant,AVENUE LEONARD DE VINCI
mmm_pav_existants.646,646,V118,Verre,0,Existant,CHEMIN DES TAMARIS
mmm_pav_existants.647,647,T112,Textile,,Existant,Rue de monsieur Teste
mmm_pav_existants.648,648,T117,Textile,,Existant,Rue des bouisses
mmm_pav_existants.649,649,T119,Textile,,Existant,rue des chasseurs
mmm_pav_existants.650,650,T120,Textile,,Existant,Rue des fourbisseurs
mmm_pav_existants.651,651,T121,Textile,,Existant,rue des papyrus
mmm_pav_existants.652,652,T122,Textile,,Existant,rue des pradiers
mmm_pav_existants.653,653,V365,Verre,0,Existant,ALLEE DU NOUVEAU MONDE
mmm_pav_existants.654,654,P311,Papier,0,Existant,CHEMIN DES CADES
mmm_pav_existants.655,655,V822,Verre,0,Existant,IMPASSE DE L'HORIZON
mmm_pav_existants.656,656,P315,Papier,0,Existant,REU SAINT BAUZILLE
mmm_pav_existants.657,657,V828,Verre,0,Existant,RUE DE LA PEPINIERE
mmm_pav_existants.658,658,P317,Papier,0,Existant,RUE DE LA PEPINIERE
mmm_pav_existants.659,659,P319,Papier,0,Existant,RUE DES MARESTRELLES
mmm_pav_existants.660,660,V834,Verre,0,Existant,RUE DELA BANQUIERE
mmm_pav_existants.661,661,V840,Verre,0,Existant,CHEMIN DES COURECHES
mmm_pav_existants.662,662,V392,Verre,0,Existant,RUE JACQUES BRIVES
mmm_pav_existants.663,663,V396,Verre,0,Existant,QUAI DU VERDANSON
mmm_pav_existants.664,664,V399,Verre,0,Existant,ROND POINT ODETTE BRAGER CAPION
mmm_pav_existants.665,665,V400,Verre,0,Existant,RUE DE NAZARETH
mmm_pav_existants.666,666,V401,Verre,0,Existant,RUE DU PIOCH DE BOUTONNET
mmm_pav_existants.667,667,V653,Verre,0,Existant,D116 ROUTE DE MIREVAL
mmm_pav_existants.668,668,V873,Verre,0,Existant,RUE FONTAINE DE L'HOSPITAL
mmm_pav_existants.669,669,V815,Verre,0,Existant,RUE DU DEVOIS
mmm_pav_existants.670,670,V817,Verre,0,Existant,ALLEE DE LA LIBERTE
mmm_pav_existants.671,671,VRS07,Verre,3,Existant,cafette cité U triolet
mmm_pav_existants.672,672,P102,Papier,0,Existant,RUE DU GRAND SAINT JEAN
mmm_pav_existants.673,673,V345,Verre,3,Existant,IMPASSE LOUIS FERDINAND HEROLD
mmm_pav_existants.674,674,P100,Papier,0,Existant,ALLEE DU NOUVEAU MONDE
mmm_pav_existants.675,675,P384,Papier,0,Existant,Marco polo
mmm_pav_existants.676,676,V992,Verre,0,Existant,Marco polo
mmm_pav_existants.677,677,V989,Verre,0,Existant,Rue Bouissinesq
mmm_pav_existants.678,678,V991,Verre,0,Existant,Chemin de castries
mmm_pav_existants.679,679,V204,Verre,0,Existant,RUE DE BOLOGNE
mmm_pav_existants.680,680,V285,Verre,0,Existant,RUE FRANCOIS HENRI D'HARCOURT
mmm_pav_existants.681,681,V926,Verre,0,Existant,marche gare mercadis
mmm_pav_existants.682,682,V809,Verre,0,Existant,RUE GASTON BAISSETTE
mmm_pav_existants.683,683,P314,Papier,0,Existant,RUE DES ACACIAS
mmm_pav_existants.684,684,V878,Verre,0,Existant,AVENUE DE LIBRILLA
mmm_pav_existants.685,685,V151,Verre,0,Existant,RUE DU VIEUX CHENE
mmm_pav_existants.686,686,P182,Papier,0,Existant,RUE THEOPHRASTE RENAUDOT
